status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Build a bat house this week. Not only can you help save a species in your own backyard, but think of all those cucumber beetles they'll eat.   ""The Bat House Builder's Handbook"" by Dr. Merlin D. Tuttle and Donna L. Hensley, just published by Bat Conservation International in Austin, Tex., offers detailed plans. (Dr. Tuttle, the group's founder and executive director, has checked every single dimension and every word of the instructions by banging the houses together in his own shop.) Materials for the largest will cost about $40.",https://www.nytimes.com/1993/05/23/style/this-week-become-a-landlord.html,,"Build a bat house this week. Not only can you help save a species in your own backyard, but think of all those cucumber beetles they'll eat.",9,10,The New York Times,,,1993-05-23T05:00:00+0000,article,Styles of The Times,Style,News,nyt://article/331c7f77-048f-52ee-84fd-339fd6e69646,239,nyt://article/331c7f77-048f-52ee-84fd-339fd6e69646,NA,Become a Landlord,THIS WEEK,NA,THIS WEEK; Become a Landlord,NA,NA,NA,NA,,NA,358,120,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"New wildfire bursts into life in northern reaches of San Bernardino, Calif, destroying more than 200 houses; winds propelling flames and embers are so strong that air tankers and helicopters cannot take off for several hours to fight fire; similar winds bedevil work of crews battling Grand Prix fire west of San Bernardino; fires are reported elsewhere in California; photo; map (M)",https://www.nytimes.com/2003/10/26/us/wind-driven-california-fire-claims-more-than-200-houses.html,"New wildfire bursts into life in northern reaches of San Bernardino, Calif, destroying more than 200 houses; winds propelling flames and embers are so strong that air tankers and helicopters cannot take off for several hours to fight fire; similar...","A new wildfire burst into life east of here on Saturday, destroying more than 200 houses in San Bernardino and opening another front for beleaguered firefighters in Southern California.",1,16,The New York Times,,,2003-10-26T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/29781875-796d-54d9-8239-90763b1fb271,853,nyt://article/29781875-796d-54d9-8239-90763b1fb271,NA,Wind-Driven California Fire Claims More Than 200 Houses,NA,NA,Wind-Driven California Fire Claims More Than 200 Houses,NA,NA,NA,By Nick Madigan,,NA,358,120,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  A LADYBUG landed on the window the other day. Little did the speck of a creature know that it was being observed from inside the house. An intimate look at this insect provided an opportunity to watch its morning ablutions, which included cleaning off its tiny legs and mouthparts. Then just as quickly the ladybug lifted its wings to make an escape flight, never to be seen again.   This small insect is one of the most familiar and the one children popularized with the nursery poem:",https://www.nytimes.com/1992/06/14/nyregion/gardening-the-gluttonous-grande-dame-of-the-garden.html,,"A LADYBUG landed on the window the other day. Little did the speck of a creature know that it was being observed from inside the house. An intimate look at this insect provided an opportunity to watch its morning ablutions, which included cleaning off its tiny legs and mouthparts. Then just as quickly the ladybug lifted its wings to make an escape flight, never to be seen again.",CN,13,The New York Times,,,1992-06-14T05:00:00+0000,article,Connecticut Weekly Desk,New York,News,nyt://article/16208406-93bc-52ed-b122-86d16359504c,831,nyt://article/16208406-93bc-52ed-b122-86d16359504c,NA,The Gluttonous Grande Dame of the Garden,GARDENING,NA,GARDENING; The Gluttonous Grande Dame of the Garden,NA,NA,NA,By Joan Lee Faust,,NA,358,120,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The emerald ash borer is devastating trees from Minnesota to New York, and there is little scientists can do but study what effect the trees’ extinction will have on the ecosystem.",https://www.nytimes.com/2014/07/01/science/earth/ash-forests-after-emerald-ash-borers-destroy-them.html,"The emerald ash borer is devastating trees from Minnesota to New York, and there is little scientists can do but study what effect the trees’ extinction will have on the ecosystem.","This past winter was the coldest Detroit had experienced in 36 years. Across the upper Midwest, cities shivered, and more than 90 percent of the surface area of the Great Lakes froze solid.",D,1,The New York Times,,,2014-06-30T20:29:38+0000,article,Science,Science,News,nyt://article/e30814da-f58b-54ca-a61e-08976d12e1ba,1234,nyt://article/e30814da-f58b-54ca-a61e-08976d12e1ba,Environment,After the Trees Disappear,NA,NA,After the Trees Disappear,NA,NA,NA,By Maggie Koerth-Baker,,NA,358,120,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,We’d better get used to nature’s ferocious new face.,https://opinionator.blogs.nytimes.com/2012/07/05/the-fires-this-time/,We’d better get used to nature’s ferocious new face.,"CASCADE, Colo. — Nature makes a mockery of our vanity. We live in flood and fire zones, nurture stately oaks and take shade under pines holding the best air of the Rocky Mountains. We plant villas next to sandstone spires called the Garden of the Gods, and McMansions in Virginia stocked with people who have the world at their fingertips. ",NA,NA,The New York Times,,,2012-07-06T01:15:16+0000,article,,Opinion,News,nyt://article/a67575a6-743f-5633-b928-17eac24c2a3d,890,nyt://article/a67575a6-743f-5633-b928-17eac24c2a3d,NA,The Fires This Time,Timothy Egan,NA,NA,NA,NA,NA,By Timothy Egan,,NA,358,120,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Officials said the fire was deliberately set but did not give details. ,https://www.nytimes.com/2006/10/26/us/27firecnd.html,Officials said the fire was deliberately set but did not give details. ,"BEAUMONT, Calif., Oct. 26 — Four firefighters were killed and one firefighter was seriously injured when an arson fire ripped through southern California today, destroying thousands of acres and forcing hundreds of residents to evacuate their homes. ",NA,NA,The New York Times,,,2006-10-26T04:00:00+0000,article,ContinuousNews,U.S.,News,nyt://article/d424bf4f-40b6-5813-b58e-999ae00f9de0,780,nyt://article/d424bf4f-40b6-5813-b58e-999ae00f9de0,NA,4 Firefighters Killed in California Blaze,NA,NA,NA,NA,NA,NA,By Randal C. Archibold and Jennifer Steinhauer,,NA,358,120,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"As captivating as the CBS pictures are from the Pebble Beach National Pro-Am, stepping on the 18th tee is necessary to grasp the magnitude of this “most felicitous meeting of land and sea.”",https://www.nytimes.com/2008/02/10/sports/golf/10pebble.html,"As captivating as the CBS pictures are from the Pebble Beach National Pro-Am, stepping on the 18th tee is necessary to grasp the magnitude of this “most felicitous meeting of land and sea.”","PEBBLE BEACH, Calif.  Every year at this time, the familiar coastline comes into view. Beamed into millions of living rooms and dens are the scenic assortment of aerials, ground-level looks from worm cams, slo-mo and super-slo-mo beauty shots of players and celebrities great and small strolling the golf course on the cliffs at Pebble Beach. To see it all unfold each February is a ritual as familiar as opening the family photo album.",SP,3,The New York Times,,,2008-02-10T05:00:00+0000,article,Sports,Sports,News,nyt://article/783e2630-c651-5ad5-8436-1bb0f7fa4f40,970,nyt://article/783e2630-c651-5ad5-8436-1bb0f7fa4f40,Golf,Pebble Beach’s 18th Hole Is a Perfect Intersection of Golf and Nature,NA,NA,"Above the Surf, Awash in History",NA,NA,NA,By Larry Dorman,,NA,358,130,46
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Conservationists and their opponents have been watching the Yellowstone grizzly bear case in Montana, because it has many similarities to an earlier court battle to prevent the removing of the wolf from the endangered species list.",https://green.blogs.nytimes.com/2011/11/23/appeals-court-keeps-yellowstone-grizzlies-on-threatened-list/,"Conservationists and their opponents have been watching the Yellowstone grizzly bear case in Montana, because it has many similarities to an earlier court battle to prevent the removing of the wolf from the endangered species list.","The government may not yet go ahead with its plan to remove grizzly bears in the Greater Yellowstone region from the endangered species list because of the Endangered Species Act, an appellate court found on Tuesday.",NA,NA,The New York Times,,,2011-11-23T16:29:47+0000,article,,Science,News,nyt://article/cf4158b0-bd77-511e-b46d-5c1c257f6705,436,nyt://article/cf4158b0-bd77-511e-b46d-5c1c257f6705,Environment,Appeals Court Keeps Yellowstone Grizzlies on Threatened List,Green,NA,NA,NA,NA,NA,By Leslie Kaufman,,NA,358,130,46
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  FOR more than 100 million years the battle has endured, and it rages still in every pine grove, meadow and planted field. It is the truceless war between plants and the predators that feed on them.   Besieged by armies of voracious creatures but unable to run away, plants over the eons have evolved cunning defenses that include deadly poisons, oozings of toxic glue and hidden drugs that give leaf-eaters serious indigestion.",https://www.nytimes.com/1992/06/23/science/nibbled-plants-don-t-just-sit-there-they-launch-active-attacks.html,,"FOR more than 100 million years the battle has endured, and it rages still in every pine grove, meadow and planted field. It is the truceless war between plants and the predators that feed on them.",C,1,The New York Times,,,1992-06-23T05:00:00+0000,article,Science Desk,Science,News,nyt://article/5ba0c940-b1cf-5241-b0a9-6b3e0cc5ba6c,1568,nyt://article/5ba0c940-b1cf-5241-b0a9-6b3e0cc5ba6c,NA,Nibbled Plants Don't Just Sit There; They Launch Active Attacks,NA,NA,Nibbled Plants Don't Just Sit There; They Launch Active Attacks,NA,NA,NA,By Carol Kaesuk Yoon,,NA,358,130,46
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"As the economy and climate run hot and cold, can the world avoid returning to ""trance"" mode on climate policy?.",https://dotearth.blogs.nytimes.com/2008/11/25/blogs/25dotearth-is-world531.html,"As the economy and climate run hot and cold, can the world avoid returning to ""trance"" mode on climate policy?.","Is the world poised to make the transition from shock to trance on climate policy -- using the terminology that President-elect Barack Obama chose to describe America's cyclical interest in moving beyond fossil fuels?   Today's sobering story on how economic turmoil could blunt climate-friendly energy plans, by Elisabeth Rosenthal, implies that a new kind of climate and energy trance may indeed be nigh -- not one created just by dropping prices for coal and oil but also by the urgency of a global economic retreat. Below I seek your thoughts on what could avoid a return to trance mode.  There've been two periods that could be construed as climate shocks along the 100-year trajectory of science pointing to human-caused heating of the Earth. The first came in the summer of 1988. Blazing heat and drought in the North, the combustion of Yellowstone and the Amazon, and warnings from scientists led by James E. Hansen led to a burst of headlines and scientific conferences, the creation of the Intergovernmental Panel on Climate Change, and the negotiating path toward agreement on the first climate treaty in 1992.   Then came the trance, acknowledged by former President Bill Clinton in a video interview. Low energy prices, the distraction of the first Persian Gulf war, and a temporary cool spell following the 1991 eruption of Mount Pinatubo in the Philippines all helped tamp down global warming as an issue through much of the 1990's, outside the brief burst of triumphant proclamations with the 1997 negotiation of the Kyoto Protocol, a stricter addendum to the faltering 1992 climate pact.  The second shock built slower and has lasted longer. It started with the European heat wave of 2003 and intensified from 2005 to 2007 as Hurricane Katrina and ""An Inconvenient Truth"" put climate in the headlines, the science pointing to a human hand on the planet's thermostat coalesced with the fourth I.P.C.C. report, and the Arctic Ocean sea ice peeled back in a way never observed before.   Many climate scientists have insisted that this is not a shock, but the opening salvo from nature in a new age of climatic destabilization: Global warming, they say, is no longer a ""somewhere, someday"" issue but here and now. Other serious researchers in the field, while convinced of the building long-term danger, warn that nature will almost surely jostle chaotically through cool and warm spells along the way to what Dr. Hansen calls ""a different planet."" They warn not to read too much into current events (particularly hurricanes) unless you're ready to explain the quiet seasons and cold snaps along with the tempests and heat waves.  The question is, can societies commit to a sustained effort to move beyond fossil fuels (and to curtail the destruction of tropical forests) even as nature runs hot and cold -- and especially as the economy does the same?   In today's story, European environmental officials echo what President-elect Barack Obama has said, insisting that the burst of government spending aimed at restoring economic vigor can be directed toward building the foundations of an environmentally sound energy supply. But the story includes ample hints that such a focus may be tough to sustain given how costly the non-polluting energy technologies remain compared to fossil options, at least if energy costs are measured using conventional economic yardsticks that don't include long-term costs.   What can avert the return to trance mode? The other day, the energy specialist and climate campaigner Joe Romm told me that a necessary element for getting America mobilized to lead the world to a new non-polluting energy future was a big wakeup call from nature. ""We will need a WWII-style approach, but that can only happen after we get the global warming Pearl Harbor or, more likely, multiple Pearl Harbors,"" he wrote. (He blogged on the question on Climateprogress.org, as well.)  I asked him what that might look like and he sent the following list. I'll be annotating it shortly. What's your take on whether these events are likely, or would do the trick?    1) Arctic goes ice free before 2020. I have bets out on this. It would be a big, visible global shock. 2) Rapid warming over next decade, as recent Nature and Science article suggests is quite possible (posts here and here) 3) Continued (unexpected) surge in methane 4) A megadrought hitting the SW comparable to what has hit southern Australia. 5) More superstorms, like Katrina 6) A heatwave as bad as Europe's 2003 one. 7) Something unpredicted but clearly linked to climate, like the bark beetle devastation. 8) Accelerated mass loss in Greenland and/or Antarctica, perhaps with another huge ice shelf breaking off, but in any case coupled with another measurable rise in the rate of sea level rise, 9) The Fifth Assessment Report (2012-2013) really spelling out what we face with no punches pulled.  ",NA,NA,The New York Times,,,2008-11-25T16:16:42+0000,article,None,Blogs,Web Log,nyt://article/dd1a3dea-ee06-5262-8066-12f71cab907d,806,nyt://article/dd1a3dea-ee06-5262-8066-12f71cab907d,NA,‘Shock and Trance’ on Climate Policy,Dot Earth,NA,Is World in Obama&#39;s &#39;Shock and Trance&#39; Mode?,NA,NA,NA,By ANDREW C. REVKIN,,NA,358,130,46
